Time,Start,Highest,Lowest,End,SMA5,SMA10,SMA20,WI6,WI12,WI20,"K(9,3)","D(9,3)",RSI 6,RSI 12,Trading volumn,MA5,MA10,Foreign investor,Net buy/sell,DIF12-26,MACD9,OSC
2015/2/4,9477.52,9533.88,9477.52,9513.92,9427.69,9448.91,9329.09,-10.99%,-5.60%,-4.70%,72.25%,72.93%,69.19%,65.09%,982.75,840.21,904.28,865.35 ,103.42,83.62,76.38,7.23
2015/2/5,9511.06,9517.42,9472.42,9512.05,9444.72,9463.16,9342.79,-12.01%,-8.45%,-5.14%,77.50%,74.45%,68.71%,64.88%,744.21,821.98,879.69,887.87 ,22.52,85.42,78.19,7.23
2015/2/6,9521.88,9521.88,9448.65,9456.18,9463.57,9461.69,9354.82,-42.77%,-39.43%,-18.31%,70.74%,73.21%,54.97%,58.84%,728.79,792.96,832.67,900.58 ,12.7,83.25,79.2,4.05
2015/2/9,9465.12,9465.12,9413.18,9421.5,9470.48,9456.07,9366.98,-61.85%,-61.85%,-26.48%,59.88%,68.77%,47.84%,55.34%,664.08,779.66,808.36,933.25 ,32.67,77.38,78.84,-1.46
2015/2/10,9405.59,9435.07,9390.13,9393.7,9459.47,9443.28,9375.08,-97.52%,-77.15%,-33.03%,47.53%,61.69%,42.54%,52.61%,747.99,773.56,791.97,977.57 ,44.32,69.73,77.02,-7.29
2015/2/11,9430.17,9488.72,9430.17,9462.22,9449.13,9438.41,9389.18,-49.85%,-39.44%,-16.88%,51.88%,58.42%,56.73%,58.16%,974.22,771.86,806.03,1052.27 ,74.7,67.54,75.12,-7.58
2015/2/12,9496.39,9500.35,9447.19,9496.31,9445.98,9445.35,9405.74,-19.41%,-20.68%,-8.85%,61.02%,59.29%,62.29%,60.66%,769.6,776.94,799.46,1137.24 ,84.97,66.99,73.5,-6.51
2015/2/13,9500.04,9542.09,9499.97,9529.51,9460.65,9462.11,9425.3,-8.28%,-6.62%,-3.22%,71.26%,63.28%,67.21%,63.01%,775.83,786.34,789.65,1262.89 ,125.65,69,72.6,-3.59
2015/2/24,9582.39,9638.48,9582.39,9629.37,9502.22,9486.35,9448.07,-3.67%,-3.18%,-1.98%,79.62%,68.72%,77.72%,69.07%,1147.87,883.1,831.38,1380.53 ,117.64,77.34,73.55,3.8
2015/2/25,9655.72,9699.54,9653.77,9699.54,9563.39,9511.43,9470.46,0.00%,0.00%,0.00%,86.41%,74.62%,82.45%,72.52%,971.95,927.89,850.73,1523.16 ,142.63,88.44,76.52,11.91
2015/2/26,9687.48,9688.07,9610.59,9622.1,9595.37,9522.25,9485.58,-28.75%,-25.03%,-21.35%,82.60%,77.28%,64.34%,63.93%,985.96,930.24,851.05,1607.39 ,84.23,91.94,79.61,12.33
2015/3/2,9665.11,9690.43,9588.36,9601.36,9616.38,9531.18,9497.17,-38.91%,-31.73%,-28.27%,77.82%,77.46%,60.09%,61.80%,928.3,961.98,869.46,1617.01 ,9.62,92.41,82.17,10.25
2015/3/3,9628.06,9642.95,9571.64,9605.77,9631.63,9546.14,9503.91,-46.99%,-30.31%,-27.00%,75.11%,76.68%,60.75%,62.09%,859.87,978.79,882.57,1656.20 ,39.19,90.63,83.86,6.77
2015/3/4,9596.24,9635.18,9580.78,9621.73,9630.1,9566.16,9511.12,-60.84%,-25.15%,-22.40%,73.78%,75.71%,63.38%,63.21%,850.82,919.38,901.24,1719.41 ,63.21,88.86,84.86,4
2015/3/5,9627.04,9631.04,9564.44,9595.09,9609.21,9586.3,9514.79,-77.31%,-33.76%,-30.07%,68.72%,73.38%,55.88%,59.99%,859.3,896.85,912.37,1711.20 ,-8.21,84.99,84.89,0.1
2015/3/6,9587.59,9645.77,9574.55,9645.77,9613.94,9604.66,9521.53,-35.45%,-17.38%,-15.48%,70.17%,72.31%,65.27%,63.81%,957.79,891.22,910.73,1749.73 ,38.52,83.51,84.61,-1.1
2015/3/9,9617.04,9617.04,9549.76,9562.98,9606.27,9611.32,9528.34,-90.60%,-50.70%,-39.31%,49.72%,64.78%,46.05%,54.52%,867.62,879.08,920.53,1642.58 ,-107.15,77.02,83.09,-6.07
2015/3/10,9566.25,9583.78,9520.33,9536.53,9592.42,9612.02,9537.07,-87.09%,-64.60%,-46.93%,36.16%,55.24%,41.38%,51.89%,931.35,893.38,936.08,1555.68 ,-86.9,68.76,80.23,-11.46
2015/3/11,9503.28,9561.81,9472.54,9523.18,9572.71,9601.41,9543.88,-70.77%,-77.69%,-57.00%,31.85%,47.44%,38.99%,50.54%,970.42,917.3,918.34,1473.53 ,-82.14,59.58,76.1,-16.52
2015/3/12,9537.23,9608.02,9530.74,9596,9572.89,9591.05,9551.24,-28.73%,-45.61%,-33.46%,40.12%,45.00%,55.75%,57.15%,971.63,939.76,918.31,1488.32 ,14.79,56.7,72.22,-15.52
2015/3/13,9608.44,9633.51,9579.35,9579.35,9559.61,9586.78,9554.51,-38.34%,-52.95%,-38.84%,47.30%,45.77%,51.84%,55.31%,884.53,925.11,908.16,1438.59 ,-49.72,54.6,68.7,-14.09
2015/3/16,9583.45,9590.76,9512.91,9512.91,9549.59,9577.93,9554.56,-74.92%,-81.47%,-60.32%,39.30%,43.61%,38.81%,48.50%,839.39,919.46,899.27,1359.94 ,-78.65,47.51,64.46,-16.94
2015/3/17,9555.1,9629.8,9539.44,9539.44,9550.18,9571.3,9558.72,-58.44%,-69.30%,-51.74%,39.07%,42.10%,45.39%,51.12%,982.32,929.66,911.52,1363.47 ,3.54,43.78,60.32,-16.54
2015/3/18,9563.74,9653.43,9561.5,9653.43,9576.23,9574.47,9570.31,0.00%,0.00%,-14.90%,59.38%,47.86%,64.86%,60.53%,1075.69,950.71,934,1470.19 ,106.71,45.82,57.42,-11.6
2015/3/19,9668.01,9745.59,9668.01,9736.73,9604.37,9588.63,9587.47,-3.81%,-3.24%,-2.81%,71.84%,55.85%,73.23%,65.79%,1182.44,992.87,966.32,1555.35 ,85.17,54.18,56.77,-2.6
2015/3/20,9706.35,9749.69,9705.32,9749.69,9638.44,9599.02,9601.84,0.00%,0.00%,0.00%,81.23%,64.31%,74.37%,66.54%,1222.55,1060.48,992.79,1546.03 ,-9.32,61.45,57.71,3.74
2015/3/23,9759.88,9775.63,9729.81,9758.09,9687.48,9618.54,9614.93,-6.68%,-5.79%,-5.79%,85.56%,71.39%,75.19%,67.06%,1048.95,1102.39,1010.93,1566.31 ,20.28,67.79,59.73,8.07
2015/3/24,9759.96,9768.71,9701.33,9731.66,9725.92,9638.05,9625.04,-18.62%,-14.51%,-14.51%,84.79%,75.86%,67.07%,63.69%,975.74,1101.08,1015.37,1557.29 ,-9.02,70.23,61.83,8.4
2015/3/25,9739.25,9743.58,9653.47,9667.83,9728.8,9652.51,9626.96,-50.34%,-35.57%,-35.57%,76.18%,75.97%,51.09%,56.26%,968.68,1079.67,1015.19,1524.23 ,-33.06,67.33,62.93,4.4
2015/3/26,9579.63,9619.12,9540.03,9619.12,9705.28,9654.83,9622.94,-66.43%,-51.64%,-51.64%,64.26%,72.07%,41.94%,51.28%,1201.71,1083.53,1038.2,1409.50 ,-114.73,57.61,61.86,-4.26
2015/3/27,9593.07,9608.44,9503.72,9503.72,9656.08,9647.26,9617.02,-100.00%,-100.00%,-89.71%,42.84%,62.33%,27.79%,41.73%,1143.97,1067.81,1064.15,1213.53 ,-195.97,43.79,58.25,-14.46
2015/3/30,9533.38,9556.25,9503.53,9521.87,9608.84,9648.16,9613.04,-93.26%,-93.26%,-83.72%,30.81%,51.82%,32.11%,43.53%,925.64,1043.15,1072.77,1199.17 ,-14.36,32.15,53.03,-20.88
2015/3/31,9568.38,9594.75,9527.87,9586.44,9579.8,9652.86,9612.08,-68.73%,-69.53%,-62.42%,30.70%,44.78%,45.93%,49.59%,1070.6,1062.12,1081.6,1178.92 ,-20.25,26.49,47.72,-21.23
2015/4/1,9575.11,9575.11,9503.53,9507.66,9547.76,9638.28,9606.37,-98.28%,-98.48%,-88.41%,20.97%,36.84%,35.38%,43.40%,872.45,1042.87,1061.27,1110.70 ,-68.22,17.74,41.72,-23.99
2015/4/2,9535.98,9628.95,9535.98,9600.32,9544,9624.64,9606.64,-22.83%,-64.43%,-57.84%,25.84%,33.17%,51.20%,51.22%,945.45,991.62,1037.58,1163.36 ,52.66,16.09,36.6,-20.51
2015/4/7,9619.97,9653.97,9613.33,9641.9,9571.64,9613.86,9606.44,-8.02%,-49.15%,-44.12%,34.62%,33.66%,56.88%,54.31%,930.42,948.91,1008.36,1183.59 ,20.24,18.32,32.94,-14.62
2015/4/8,9646.07,9654.67,9562,9571.97,9581.66,9595.25,9606.89,-54.72%,-74.85%,-67.19%,32.58%,33.30%,46.06%,48.65%,944.61,952.71,997.93,1117.69 ,-65.91,16.06,29.56,-13.51
2015/4/9,9597.21,9663.05,9559.71,9568.04,9577.98,9578.89,9608.47,-59.56%,-76.29%,-68.49%,35.20%,33.93%,45.47%,48.34%,1008.61,940.31,1001.21,1105.24 ,-12.45,14.07,26.47,-12.4
2015/4/10,9626.88,9648.34,9582.84,9617.7,9599.99,9573.87,9613.19,-28.43%,-56.95%,-58.04%,47.32%,38.40%,54.26%,52.50%,926.69,951.16,997.02,1142.58 ,37.35,14.49,24.07,-9.58
2015/4/13,9622.64,9666.52,9622.59,9666.52,9613.23,9578.61,9616.72,0.00%,-32.10%,-40.10%,64.88%,47.23%,61.57%,56.27%,867.96,935.66,963.64,1167.26 ,24.67,17.77,22.81,-5.04
2015/4/14,9646.28,9664.1,9631.19,9642.22,9613.29,9592.46,9619.86,-22.75%,-14.91%,-49.03%,71.62%,55.36%,56.21%,53.94%,948.29,939.23,944.07,1134.04 ,-33.22,19.28,22.11,-2.82
2015/4/15,9629.7,9654.15,9508.14,9540.06,9606.91,9594.28,9621.22,-79.85%,-77.59%,-86.57%,55.22%,55.31%,39.05%,45.35%,1144.65,979.24,965.97,917.80 ,-216.24,13.52,20.39,-6.86
2015/4/16,9578.71,9656.87,9578.71,9656.87,9624.67,9601.33,9627.09,-6.09%,-5.92%,-43.65%,68.11%,59.58%,57.04%,54.41%,1046.38,986.79,963.55,1022.39 ,104.59,14.98,19.31,-4.33
2015/4/17,9608.6,9615.52,9570.93,9570.93,9615.32,9607.65,9622.97,-60.35%,-58.65%,-75.23%,58.62%,59.26%,45.25%,48.02%,991.34,999.72,975.44,984.33 ,-38.06,11.54,17.75,-6.21
2015/4/20,9541.83,9572.65,9508.57,9552.85,9592.59,9602.91,9613.77,-71.77%,-69.74%,-81.87%,48.49%,55.67%,43.00%,46.76%,914.61,1009.05,972.36,982.37 ,-1.96,5.89,15.38,-9.49
2015/4/21,9554.8,9598.86,9512.64,9533.98,9570.94,9592.11,9602.99,-83.43%,-83.68%,-88.81%,37.77%,49.70%,40.49%,45.40%,944.63,1008.32,973.78,1016.21 ,33.84,1.26,12.56,-11.3
2015/4/22,9549.61,9630.79,9549.61,9613,9585.53,9596.22,9595.73,-29.50%,-33.79%,-58.72%,47.25%,48.88%,54.01%,51.79%,1046.85,988.76,984,1079.65 ,63.45,2.13,10.47,-8.34
2015/4/23,9655.3,9814.88,9655.3,9797.49,9613.65,9619.16,9599.02,-5.68%,-5.67%,-5.59%,62.94%,53.57%,71.89%,62.86%,1445.26,1068.54,1027.67,1302.92 ,223.27,15.93,11.56,4.37
2015/4/24,9839.71,9961.31,9839.71,9913.28,9682.12,9648.72,9611.3,-10.61%,-10.60%,-10.49%,71.76%,59.63%,78.26%,67.91%,1686.37,1207.55,1103.63,1767.71 ,464.79,37.78,16.81,20.97
2015/4/27,9941.18,10002.58,9937.04,9973.12,9766.17,9679.38,9629,-5.96%,-5.96%,-5.90%,79.19%,66.15%,80.94%,70.19%,1321.48,1288.92,1148.99,1983.44 ,215.73,59.62,25.37,34.25
2015/4/28,9998.08,10014.28,9918.01,9956.83,9850.74,9710.84,9651.65,-11.45%,-11.35%,-11.25%,82.34%,71.55%,77.81%,68.74%,1181.66,1336.33,1172.32,2092.52 ,109.08,75.25,35.35,39.91
2015/4/29,9934.82,9978.87,9842.5,9853.83,9898.91,9742.22,9668.25,-34.53%,-31.70%,-31.41%,77.65%,73.58%,60.15%,60.15%,1149.97,1356.95,1172.86,2164.96 ,72.44,80.32,44.34,35.98
2015/4/30,9841.15,9894.9,9820.05,9820.05,9903.42,9758.54,9679.93,-54.11%,-38.37%,-38.03%,72.30%,73.15%,55.22%,57.58%,1133.54,1294.61,1181.57,2180.97 ,16.01,79.91,51.45,28.45
2015/5/4,9853.51,9871.65,9800.48,9845.04,9889.77,9785.95,9696.8,-79.16%,-33.47%,-33.44%,70.29%,72.20%,58.26%,59.00%,990.35,1155.4,1181.47,2208.12 ,27.15,78.82,56.93,21.89
2015/5/5,9849.13,9855.64,9788.13,9820.13,9859.18,9812.68,9707.79,-85.85%,-38.39%,-38.36%,66.26%,70.22%,53.89%,56.93%,919.95,1075.09,1182.01,2245.00 ,36.87,75.51,60.64,14.86
2015/5/6,9780.39,9829.43,9735.94,9818.2,9831.45,9841.1,9716.61,-70.45%,-38.77%,-38.74%,59.30%,66.58%,53.51%,56.76%,977.32,1034.22,1185.28,2262.25 ,17.26,70.41,62.6,7.81
2015/5/7,9789.82,9789.82,9704.11,9704.11,9801.51,9850.21,9723.21,-100.00%,-61.83%,-61.28%,39.53%,57.56%,35.88%,47.69%,954.22,995.07,1176.01,2248.22 ,-14.03,59.64,62,-2.37
2015/5/8,9724.29,9760.51,9692,9692,9775.9,9839.66,9729.41,-100.00%,-69.36%,-63.67%,26.36%,47.16%,34.43%,46.82%,847.11,937.79,1116.2,2273.80 ,25.58,49.21,59.45,-10.23
2015/5/11,9763.94,9797.19,9635.88,9663.72,9739.63,9814.7,9731.71,-88.19%,-92.64%,-69.26%,20.02%,38.12%,30.94%,44.75%,962.27,932.17,1043.79,2336.70 ,62.9,38.97,55.35,-16.38
2015/5/12,9637.71,9702.67,9637.21,9680.73,9711.75,9785.46,9732.42,-79.59%,-88.15%,-65.90%,17.71%,31.31%,35.65%,46.31%,892.37,926.66,1000.88,2369.20 ,32.49,29.32,50.14,-20.83
2015/5/13,9697.17,9743.33,9687.66,9724.11,9692.93,9762.19,9736.52,-54.41%,-76.68%,-57.33%,23.16%,28.60%,46.76%,50.22%,964.19,924.03,979.13,2410.82 ,41.62,24.97,45.11,-20.14
2015/5/14,9730.33,9734.55,9600.24,9610.83,9674.28,9737.89,9740.06,-94.62%,-97.44%,-79.78%,16.74%,24.64%,30.34%,41.59%,990.01,931.19,963.13,2353.64 ,-57.18,14.84,39.05,-24.22
2015/5/15,9638.06,9644.83,9552.86,9579.48,9651.77,9713.84,9736.19,-89.10%,-93.75%,-85.98%,14.09%,21.13%,27.17%,39.54%,842.61,930.29,934.04,2360.86 ,7.22,2.75,31.79,-29.04
2015/5/18,9603.75,9612.44,9550.76,9606.1,9640.25,9689.94,9737.94,-77.54%,-83.92%,-80.71%,16.01%,19.42%,34.18%,42.18%,934.28,924.69,928.43,2452.16 ,91.3,-6.38,24.16,-30.54
2015/5/19,9623.95,9722.8,9623.95,9716.77,9647.46,9679.61,9746.14,-13.79%,-48.27%,-59.31%,33.13%,23.99%,55.52%,51.74%,1084.89,963.2,944.93,2549.99 ,97.84,-5.38,18.25,-23.63
2015/5/20,9726.02,9736.09,9662.86,9685.31,9639.7,9666.32,9753.71,-30.13%,-55.87%,-70.80%,40.29%,29.42%,49.99%,49.22%,986.7,967.7,945.86,2530.92 ,-19.07,-4.76,13.65,-18.41
2015/5/21,9647.53,9647.53,9536.16,9578.56,9633.24,9653.76,9751.98,-78.79%,-85.54%,-91.13%,32.27%,30.37%,35.57%,41.69%,967.95,963.29,947.24,2409.92 ,-121,-12.76,8.37,-21.13
2015/5/22,9606.51,9674.77,9606.51,9638.8,9645.11,9648.44,9744.05,-48.66%,-60.68%,-78.53%,38.03%,32.93%,46.10%,46.71%,997.73,994.31,962.3,2436.65 ,26.74,-14.54,3.79,-18.32
2015/5/25,9654.28,9654.28,9589.32,9645.17,9652.92,9646.59,9730.64,-45.48%,-58.24%,-77.20%,42.89%,36.25%,47.19%,47.23%,769.78,961.41,943.05,2409.22 ,-27.43,-16.26,-0.22,-16.04
2015/5/26,9688.31,9724.36,9649.62,9669.41,9643.45,9645.45,9715.46,-33.35%,-48.95%,-72.13%,50.81%,41.10%,51.68%,49.30%,798.6,904.15,933.67,2455.92 ,46.7,-13.86,-2.95,-10.91
2015/5/27,9666.89,9710.29,9648.71,9693.54,9645.1,9642.4,9702.29,-21.28%,-24.03%,-64.45%,60.11%,47.44%,56.13%,51.37%,1021.4,911.09,939.39,2483.14 ,27.21,-11.16,-4.59,-6.57
2015/5/28,9741.57,9766.21,9704.93,9712.84,9671.95,9652.6,9695.25,-23.20%,-23.20%,-50.75%,65.68%,53.52%,59.69%,53.04%,1153.9,948.28,955.78,2495.28 ,12.14,-5.91,-4.86,-1.05
2015/5/29,9727.59,9747.27,9693,9701.07,9684.41,9664.76,9689.3,-36.83%,-28.32%,-50.85%,67.68%,58.24%,56.34%,51.86%,1437.3,1036.19,1015.25,2492.28 ,-3,-2.81,-4.45,1.64
2015/6/1,9688.13,9692.34,9589.09,9625.69,9680.51,9666.72,9678.33,-79.34%,-61.08%,-71.98%,58.09%,58.19%,39.37%,44.85%,923.38,1066.91,1014.16,2401.00 ,-91.28,-6.53,-4.86,-1.66
2015/6/2,9619.88,9657.02,9584.56,9614.26,9669.48,9656.47,9668.04,-83.65%,-66.05%,-73.37%,50.04%,55.47%,37.32%,43.86%,1003.19,1107.83,1005.99,2383.09 ,-17.91,-10.62,-6.01,-4.6
2015/6/3,9617.75,9645.48,9550.44,9556.52,9642.08,9643.59,9654.95,-97.18%,-91.15%,-92.20%,34.30%,48.42%,28.38%,39.15%,1022.45,1108.04,1009.57,2352.51 ,-30.57,-16.91,-8.19,-8.72
2015/6/4,9537.09,9558.77,9325.01,9348.63,9569.23,9620.59,9637.18,-94.65%,-94.65%,-95.00%,24.65%,40.50%,13.95%,27.52%,1376.06,1152.48,1050.38,2221.77 ,-130.74,-36.17,-13.79,-22.38
2015/6/5,9328.02,9371.41,9272.94,9340.13,9497.05,9590.73,9619.58,-85.83%,-86.38%,-87.18%,20.98%,33.99%,13.61%,27.16%,1116.62,1088.34,1062.27,2122.45 ,-99.32,-55.96,-22.22,-33.73
2015/6/8,9324.22,9419.22,9258.98,9368.43,9445.59,9563.05,9604.82,-74.74%,-78.42%,-78.42%,21.18%,29.72%,21.27%,30.46%,961.4,1095.95,1081.43,2033.68 ,-88.77,-69.02,-31.58,-37.44
2015/6/9,9346.11,9363.52,9191.87,9191.87,9361.12,9515.3,9580.38,-100.00%,-100.00%,-100.00%,14.12%,24.52%,12.78%,23.28%,1088.66,1113.04,1110.44,1997.86 ,-35.82,-87.96,-42.86,-45.1
2015/6/10,9246.66,9334.5,9246.66,9298.5,9309.51,9475.79,9559.1,-76.49%,-81.43%,-81.43%,15.81%,21.62%,32.34%,33.60%,989.51,1106.45,1107.25,1962.74 ,-35.12,-97.03,-53.69,-43.34
2015/6/11,9330.99,9358.48,9251.18,9302.49,9300.28,9434.76,9543.68,-69.85%,-80.74%,-80.74%,17.91%,20.38%,33.02%,33.96%,987.94,1028.83,1090.65,1873.58 ,-89.16,-102.3,-63.41,-38.89
2015/6/12,9304.75,9339.33,9263.41,9301.93,9292.64,9394.85,9529.8,-51.59%,-80.84%,-80.84%,19.83%,20.20%,32.96%,33.93%,832.6,972.02,1030.18,1827.01 ,-46.58,-105.42,-71.81,-33.61
2015/6/15,9304.66,9324.94,9252.34,9259.48,9270.85,9358.22,9512.47,-70.26%,-87.83%,-88.23%,18.19%,19.53%,28.60%,31.74%,751.84,930.11,1013.03,1783.06 ,-43.95,-108.87,-79.23,-29.65
2015/6/16,9272.7,9272.7,9177.95,9212.78,9275.04,9318.08,9487.27,-81.23%,-93.23%,-94.08%,15.17%,18.07%,24.35%,29.45%,805.56,873.49,993.26,1708.68 ,-74.38,-114.72,-86.32,-28.4
2015/6/17,9232.81,9242.22,9170.09,9189.83,9253.3,9281.41,9462.5,-89.52%,-95.95%,-96.69%,12.76%,16.30%,22.39%,28.36%,927.43,861.07,983.76,1603.69 ,-104.99,-119.68,-92.99,-26.68
2015/6/18,9189.44,9243.84,9187.87,9218.37,9236.48,9268.38,9444.49,-74.37%,-89.84%,-91.90%,14.96%,15.86%,30.72%,31.80%,828.83,829.25,929.04,1555.36 ,-48.33,-120.67,-98.53,-22.14
2015/6/22,9247.76,9371.48,9247.76,9341.77,9244.45,9268.55,9429.64,-14.75%,-55.83%,-71.20%,38.39%,23.37%,55.51%,44.38%,907.53,844.24,908.13,1586.80 ,31.44,-111.41,-101.11,-10.3
2015/6/23,9375.78,9438.39,9375.78,9391.14,9270.78,9270.82,9416.93,-17.61%,-17.61%,-62.92%,53.06%,33.26%,62.03%,48.53%,1006.81,895.23,912.67,1573.82 ,-12.98,-97.03,-100.29,3.26
2015/6/24,9390.27,9409.44,9364.38,9397.31,9307.68,9291.36,9403.33,-15.31%,-15.31%,-61.88%,63.60%,43.38%,62.85%,49.04%,794.65,893.05,883.27,1576.71 ,2.89,-85.22,-97.28,12.06
2015/6/25,9415.78,9500.57,9415.78,9476.34,9364.99,9309.14,9392.47,-7.33%,-7.33%,-48.63%,73.29%,53.35%,72.08%,55.32%,1032.41,914.05,887.56,1681.55 ,104.84,-68.99,-91.62,22.63
2015/6/26,9481.95,9489.91,9442.94,9462.57,9413.83,9325.15,9379.96,-12.15%,-11.50%,-49.33%,78.36%,61.69%,68.52%,54.06%,846.29,917.54,873.4,1704.12 ,22.56,-55.72,-84.44,28.72
2015/6/29,9358.96,9358.96,9227.11,9236.1,9392.69,9318.57,9356.71,-96.71%,-80.03%,-87.36%,58.90%,60.76%,34.70%,38.32%,942.3,924.49,884.37,1632.98 ,-71.13,-60.63,-79.68,19.05
2015/6/30,9223.27,9323.02,9204.45,9323.02,9379.07,9324.92,9341.57,-59.96%,-53.72%,-68.59%,54.69%,58.73%,46.79%,45.02%,926.61,908.45,901.84,1644.94 ,11.95,-61.49,-76.04,14.55
2015/7/1,9311.76,9404.76,9298.36,9375.23,9374.65,9341.17,9329.62,-42.33%,-37.93%,-56.85%,56.43%,57.97%,53.06%,48.68%,866.26,922.77,907.91,1659.25 ,14.31,-55.88,-72.01,16.13
2015/7/2,9372.46,9400.68,9350.05,9379.24,9355.23,9360.11,9320.76,-40.97%,-36.71%,-46.19%,57.30%,57.74%,53.56%,48.96%,861.02,888.49,901.27,1627.86 ,-31.39,-49.74,-67.55,17.82
2015/7/3,9369.5,9369.5,9265.14,9358.23,9334.36,9374.1,9321.24,-46.13%,-43.07%,-43.07%,55.51%,57.00%,50.18%,47.46%,843.84,888,902.77,1571.08 ,-56.78,-47.51,-63.54,16.04
2015/7/6,9309.86,9347.54,9255.96,9255.96,9338.34,9365.51,9317.03,-74.28%,-78.23%,-74.02%,42.80%,52.27%,36.64%,40.81%,835.57,866.66,895.58,1515.28 ,-55.79,-49.92,-60.82,10.9
2015/7/7,9278.33,9332.97,9244.46,9250.16,9323.76,9351.42,9311.12,-77.18%,-84.56%,-75.77%,33.68%,46.07%,35.98%,40.46%,924.9,866.32,887.39,1512.71 ,-2.57,-52,-59.06,7.06
2015/7/8,9225.91,9225.91,8946.75,8976.11,9243.94,9309.3,9300.33,-93.59%,-94.70%,-94.70%,24.26%,38.80%,17.79%,28.04%,1433.87,979.84,951.31,1359.29 ,-153.42,-72.03,-61.65,-10.38
2015/7/9,8861.28,8946.24,8750.92,8914.13,9150.92,9253.08,9281.11,-74.88%,-78.23%,-78.23%,24.49%,34.03%,15.65%,26.07%,1303.06,1068.25,978.37,1226.92 ,-132.37,-98.86,-69.09,-29.77
2015/7/13,8946.72,9041.88,8946.72,9033.92,9086.06,9210.21,9267.68,-54.25%,-62.25%,-62.25%,30.76%,32.94%,34.09%,35.62%,1040.63,1107.61,997.81,1194.77 ,-32.15,-108.17,-76.91,-31.26
2015/7/14,9061.58,9124.76,9041.76,9041.76,9043.22,9190.78,9254.67,-51.25%,-60.64%,-61.20%,35.33%,33.74%,35.20%,36.21%,1007.32,1141.96,1004.31,1193.33 ,-1.44,-110.36,-83.6,-26.77
2015/7/15,9063.54,9089.47,9005.1,9054.2,9004.02,9163.89,9244.41,-47.89%,-53.62%,-59.54%,39.11%,35.53%,37.22%,37.20%,833.69,1123.71,995.02,1212.08 ,18.74,-111.77,-89.23,-22.53
2015/7/16,9062.76,9085.31,9021.82,9042.21,9017.24,9130.59,9235.88,-38.67%,-55.45%,-61.14%,41.77%,37.61%,35.92%,36.60%,779.2,992.78,986.31,1224.53 ,12.45,-111.82,-93.75,-18.07
2015/7/17,9060.92,9079.23,9018,9045.98,9043.61,9097.27,9228.69,-21.07%,-54.87%,-60.64%,44.33%,39.85%,36.75%,36.95%,766.06,885.38,976.82,1258.51 ,33.98,-110.63,-97.13,-13.51
2015/7/20,9085,9124.88,8952.64,8975,9031.83,9058.94,9216.52,-84.13%,-65.51%,-70.11%,42.39%,40.70%,28.44%,33.20%,826.29,842.51,975.06,1291.29 ,32.79,-111.67,-100.03,-11.63
2015/7/21,8997.56,9010.71,8940.38,9005.96,9024.67,9033.94,9199.73,-64.46%,-58.77%,-65.98%,46.16%,42.52%,36.02%,36.28%,727.73,786.59,964.28,1342.94 ,51.65,-112.49,-102.53,-9.97
2015/7/22,8955.59,8968.39,8896.1,8918.7,8997.57,9000.8,9176.11,-90.12%,-71.88%,-77.62%,45.73%,43.59%,26.52%,31.78%,796.05,779.07,951.39,1310.07 ,-32.87,-117.06,-105.43,-11.63
2015/7/23,8865.36,8895.88,8751.71,8791.12,8947.35,8982.3,9145.8,-89.44%,-93.09%,-94.64%,34.00%,40.39%,18.13%,26.53%,1044.62,832.15,912.47,1250.73 ,-59.34,-128.72,-110.09,-18.63
2015/7/24,8809.65,8811.76,8733.43,8767.86,8891.73,8967.67,9110.37,-91.20%,-93.01%,-95.45%,25.60%,35.46%,16.95%,25.69%,777.18,834.37,859.88,1222.14 ,-28.59,-139.36,-115.95,-23.42
2015/7/27,8733.24,8733.24,8553.09,8556.68,8808.06,8919.95,9065.08,-99.37%,-99.37%,-99.58%,17.28%,29.40%,9.94%,19.53%,974.89,864.09,853.3,1188.12 ,-34.02,-159.7,-124.7,-35
2015/7/28,8566.42,8635.88,8532,8582.49,8723.37,8874.02,9032.4,-89.45%,-91.48%,-94.21%,14.36%,24.39%,15.09%,22.02%,1001.57,918.86,852.73,1142.31 ,-45.81,-175.14,-134.78,-40.36
2015/7/29,8587.7,8619.41,8516.23,8563.48,8652.33,8824.95,8994.42,-89.55%,-92.24%,-94.68%,12.16%,20.31%,14.37%,21.49%,900.01,939.65,859.36,1118.69 ,-23.62,-186.65,-145.16,-41.49
2015/7/30,8567.23,8697.18,8567.23,8651.49,8624.4,8785.88,8958.23,-64.37%,-77.78%,-84.71%,15.51%,18.71%,32.43%,30.06%,885.91,907.91,870.03,1127.27 ,8.58,-187.45,-153.62,-33.84
2015/7/31,8670.92,8676.29,8591.37,8665.34,8603.9,8747.81,8922.54,-49.54%,-75.50%,-82.52%,20.39%,19.27%,35.02%,31.35%,869.48,926.37,880.37,1138.19 ,10.93,-185.33,-159.96,-25.37
2015/8/3,8636.53,8636.53,8482.92,8524.41,8597.44,8702.75,8880.85,-83.43%,-93.54%,-95.20%,16.44%,18.33%,23.86%,26.03%,790.18,889.43,876.76,1090.94 ,-47.25,-190.14,-166,-24.14
2015/8/4,8538.44,8590.3,8433.92,8510.86,8583.12,8653.24,8843.59,-70.77%,-88.86%,-91.44%,16.51%,17.72%,23.01%,25.58%,1009.89,891.09,904.98,1122.81 ,31.86,-194.17,-171.63,-22.54
